"No.","Time","Source","Destination","Protocol","Length","Info"
"1130","195.037488039","94.130.237.200","100.94.78.223","TLSv1.3","266","Application Data"
"1131","195.037546291","94.130.237.200","100.94.78.223","TLSv1.3","232","Application Data"
"1132","195.037552878","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=917697 Win=331136 Len=0 TSval=1610488497 TSecr=2726828323"
"1133","195.142029299","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1134","195.142109650","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=920593 Win=331136 Len=0 TSval=1610488601 TSecr=2726828427"
"1135","195.142116309","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1136","195.142150091","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=923489 Win=331136 Len=0 TSval=1610488601 TSecr=2726828427"
"1137","195.142347202","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1138","195.142357550","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=927833 Win=331136 Len=0 TSval=1610488601 TSecr=2726828428"
"1139","195.142428492","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1140","195.142643062","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1141","195.142650482","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=932177 Win=331136 Len=0 TSval=1610488602 TSecr=2726828428"
"1142","195.142834002","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1143","195.142844853","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=935073 Win=331136 Len=0 TSval=1610488602 TSecr=2726828428"
"1144","195.247191198","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1145","195.247209698","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=937969 Win=331136 Len=0 TSval=1610488706 TSecr=2726828532"
"1146","195.247344030","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1147","195.247429285","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1148","195.247437141","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=940865 Win=331136 Len=0 TSval=1610488706 TSecr=2726828533"
"1149","195.247573899","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1150","195.247595310","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=943761 Win=331136 Len=0 TSval=1610488707 TSecr=2726828533"
"1151","195.247659856","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1152","195.247667499","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=946657 Win=331136 Len=0 TSval=1610488707 TSecr=2726828533"
"1153","195.247846567","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1154","195.247863830","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=949553 Win=331136 Len=0 TSval=1610488707 TSecr=2726828533"
"1155","195.247921175","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1156","195.247927683","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=952449 Win=331136 Len=0 TSval=1610488707 TSecr=2726828533"
"1157","195.248065541","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1158","195.248072581","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=955345 Win=331136 Len=0 TSval=1610488707 TSecr=2726828533"
"1159","195.352478090","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1160","195.352554669","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=958241 Win=331136 Len=0 TSval=1610488812 TSecr=2726828638"
"1161","195.352617820","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1162","195.352653207","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=961137 Win=331136 Len=0 TSval=1610488812 TSecr=2726828638"
"1163","195.352795528","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1164","195.352803167","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=964033 Win=331136 Len=0 TSval=1610488812 TSecr=2726828638"
"1165","195.352867309","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1166","195.352874006","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=966929 Win=331136 Len=0 TSval=1610488812 TSecr=2726828638"
"1167","195.353112627","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1168","195.353147280","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=972721 Win=331136 Len=0 TSval=1610488812 TSecr=2726828638"
"1169","195.353286382","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1170","195.353331281","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1171","195.353338939","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=975617 Win=331136 Len=0 TSval=1610488812 TSecr=2726828639"
"1172","195.457820260","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1173","195.457866647","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=978513 Win=331136 Len=0 TSval=1610488917 TSecr=2726828743"
"1174","195.457880223","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1175","195.457902962","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=981409 Win=331136 Len=0 TSval=1610488917 TSecr=2726828743"
"1176","195.457960731","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1177","195.457993554","94.130.237.200","100.94.78.223","TLSv1.3","505","Application Data, Application Data, Application Data, Application Data, Application Data"
"1178","195.458028457","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11511 Ack=983296 Win=331136 Len=0 TSval=1610488917 TSecr=2726828743"
"1179","209.955743875","100.94.78.223","94.130.237.200","TLSv1.3","133","Application Data"
"1180","209.955776170","100.94.78.223","94.130.237.200","TLSv1.3","105","Application Data"
"1181","210.060893353","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=983296 Ack=11617 Win=64128 Len=0 TSval=2726843346 TSecr=1610503415"
"1182","210.061218548","94.130.237.200","100.94.78.223","TLSv1.3","105","Application Data"
"1183","210.072246071","94.130.237.200","100.94.78.223","TLSv1.3","1189","Application Data"
"1184","210.072246089","94.130.237.200","100.94.78.223","TLSv1.3","325","Application Data"
"1185","210.072315209","94.130.237.200","100.94.78.223","TLSv1.3","347","Application Data"
"1186","210.072366281","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11617 Ack=984998 Win=331136 Len=0 TSval=1610503531 TSecr=2726843346"
"1187","210.072518049","94.130.237.200","100.94.78.223","TLSv1.3","314","Application Data, Application Data, Application Data"
"1188","210.072546702","94.130.237.200","100.94.78.223","TLSv1.3","278","Application Data, Application Data"
"1189","210.072630299","94.130.237.200","100.94.78.223","TLSv1.3","359","Application Data"
"1190","210.072657949","94.130.237.200","100.94.78.223","TLSv1.3","247","Application Data"
"1191","210.072750994","94.130.237.200","100.94.78.223","TLSv1.3","390","Application Data, Application Data"
"1192","210.072751012","94.130.237.200","100.94.78.223","TLSv1.3","208","Application Data"
"1193","210.073525074","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11617 Ack=986398 Win=331136 Len=0 TSval=1610503533 TSecr=2726843357"
"1194","210.074989244","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"1195","210.177893497","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1196","210.178068571","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1197","210.178277743","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=11652 Ack=995086 Win=331136 Len=0 TSval=1610503637 TSecr=2726843462"
"1198","210.178765688","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1199","210.178765755","94.130.237.200","100.94.78.223","TCP","1282","[TCP Previous segment not captured] 443  >  46500 [PSH, ACK] Seq=999430 Ack=11617 Win=64128 Len=1216 TSval=2726843463 TSecr=1610503533 [TCP segment of a reassembled PDU], Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1200","210.178777756","100.94.78.223","94.130.237.200","TCP","78","46500  >  443 [ACK] Seq=11652 Ack=997982 Win=328320 Len=0 TSval=1610503638 TSecr=2726843463 SLE=999430 SRE=1000646"
"1201","210.209263490","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"1202","210.209292047","100.94.78.223","94.130.237.200","TLSv1.3","151","Application Data"
"1203","210.209304856","100.94.78.223","94.130.237.200","TLSv1.3","153","Application Data"
"1204","210.209317999","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"1205","210.209328728","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"1206","210.213985908","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"1207","210.224601934","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1000646 Ack=11652 Win=64128 Len=0 TSval=2726843509 TSecr=1610503534"
"1208","210.293438964","100.94.78.223","94.130.237.200","TLSv1.3","114","Application Data"
"1209","210.293454125","100.94.78.223","94.130.237.200","TLSv1.3","114","Application Data"
"1210","210.293550905","100.94.78.223","94.130.237.200","TLSv1.3","114","Application Data"
"1211","210.293559793","100.94.78.223","94.130.237.200","TLSv1.3","114","Application Data"
"1212","210.293810860","100.94.78.223","94.130.237.200","TLSv1.3","114","Application Data"
"1213","210.314656346","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1000646 Ack=12022 Win=64128 Len=0 TSval=2726843599 TSecr=1610503668"
"1214","210.314683315","100.94.78.223","94.130.237.200","TLSv1.3","705","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1215","210.314822242","94.130.237.200","100.94.78.223","TCP","2962","443  >  46500 [ACK] Seq=1000646 Ack=12022 Win=64128 Len=2896 TSval=2726843599 TSecr=1610503668 [TCP segment of a reassembled PDU]"
"1216","210.314822304","94.130.237.200","100.94.78.223","TLSv1.3","561","Application Data"
"1217","210.314832556","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 1200#1] 46500  >  443 [ACK] Seq=12903 Ack=997982 Win=329216 Len=0 TSval=1610503774 TSecr=2726843463 SLE=999430 SRE=1003542"
"1218","210.314834530","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 1200#2] 46500  >  443 [ACK] Seq=12903 Ack=997982 Win=329216 Len=0 TSval=1610503774 TSecr=2726843463 SLE=999430 SRE=1004037"
"1219","210.314874361","94.130.237.200","100.94.78.223","TLSv1.3","1597","Application Data"
"1220","210.314905027","94.130.237.200","100.94.78.223","TCP","1514","443  >  46500 [ACK] Seq=1005568 Ack=12022 Win=64128 Len=1448 TSval=2726843600 TSecr=1610503668 [TCP segment of a reassembled PDU]"
"1221","210.314974311","94.130.237.200","100.94.78.223","TCP","1514","443  >  46500 [ACK] Seq=1007016 Ack=12022 Win=64128 Len=1448 TSval=2726843600 TSecr=1610503668 [TCP segment of a reassembled PDU]"
"1222","210.315028948","94.130.237.200","100.94.78.223","TLSv1.3","1177","Application Data"
"1223","210.315118181","94.130.237.200","100.94.78.223","TCP","2962","443  >  46500 [ACK] Seq=1009575 Ack=12022 Win=64128 Len=2896 TSval=2726843600 TSecr=1610503668 [TCP segment of a reassembled PDU]"
"1224","210.315249148","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data"
"1225","210.315983375","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 1200#3] 46500  >  443 [ACK] Seq=12903 Ack=997982 Win=329216 Len=0 TSval=1610503774 TSecr=2726843463 SLE=999430 SRE=1018263"
"1226","210.316576930","94.130.237.200","100.94.78.223","TLSv1.3","1514","[TCP Fast Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1227","210.316591702","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=12903 Ack=1018263 Win=313984 Len=0 TSval=1610503776 TSecr=2726843601"
"1228","210.360577984","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1018263 Ack=12096 Win=64128 Len=0 TSval=2726843645 TSecr=1610503673"
"1229","210.398642058","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1018263 Ack=12168 Win=64128 Len=0 TSval=2726843683 TSecr=1610503752"
"1230","210.398713441","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1018263 Ack=12240 Win=64128 Len=0 TSval=2726843683 TSecr=1610503753"
"1231","210.398988508","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1018263 Ack=12276 Win=64128 Len=0 TSval=2726843684 TSecr=1610503753"
"1232","210.419924769","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1018263 Ack=12903 Win=64128 Len=0 TSval=2726843705 TSecr=1610503774"
"1233","210.420051735","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data"
"1234","210.420072348","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=12903 Ack=1021159 Win=327936 Len=0 TSval=1610503879 TSecr=2726843705"
"1235","210.421145023","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data"
"1236","210.421216091","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data"
"1237","210.421373285","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data"
"1238","210.421409951","94.130.237.200","100.94.78.223","TCP","1514","443  >  46500 [ACK] Seq=1029847 Ack=12903 Win=64128 Len=1448 TSval=2726843706 TSecr=1610503774 [TCP segment of a reassembled PDU]"
"1239","210.421948615","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data"
"1240","210.422020454","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=12903 Ack=1032743 Win=331136 Len=0 TSval=1610503881 TSecr=2726843706"
"1241","210.424531343","100.94.78.223","94.130.237.200","TLSv1.3","141","Application Data"
"1242","210.424554266","100.94.78.223","94.130.237.200","TLSv1.3","141","Application Data"
"1243","210.525353696","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data"
"1244","210.525505864","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13053 Ack=1035639 Win=331136 Len=0 TSval=1610503985 TSecr=2726843810"
"1245","210.527258647","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data"
"1246","210.527388396","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data"
"1247","210.527397580","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13053 Ack=1041431 Win=331136 Len=0 TSval=1610503986 TSecr=2726843812"
"1248","210.527438990","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13053 Ack=1045775 Win=331136 Len=0 TSval=1610503986 TSecr=2726843812"
"1249","210.529781037","94.130.237.200","100.94.78.223","TCP","66","[TCP Previous segment not captured] 443  >  46500 [ACK] Seq=1046498 Ack=13053 Win=64128 Len=0 TSval=2726843814 TSecr=1610503884"
"1250","210.529904001","94.130.237.200","100.94.78.223","TCP","1514","443  >  46500 [ACK] Seq=1046498 Ack=13053 Win=64128 Len=1448 TSval=2726843815 TSecr=1610503884 [TCP segment of a reassembled PDU]"
"1251","210.529918481","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 1248#1] 46500  >  443 [ACK] Seq=13053 Ack=1045775 Win=331136 Len=0 TSval=1610503989 TSecr=2726843812 SLE=1046498 SRE=1047946"
"1252","210.530653095","100.94.78.223","94.130.237.200","TLSv1.3","153","Application Data"
"1253","210.630694773","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data"
"1254","210.630711438","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 1248#2] 46500  >  443 [ACK] Seq=13128 Ack=1045775 Win=331136 Len=0 TSval=1610504090 TSecr=2726843812 SLE=1046498 SRE=1050842"
"1255","210.632546145","94.130.237.200","100.94.78.223","TLSv1.3","2581","[TCP Previous segment not captured] , Continuation Data"
"1256","210.632556310","100.94.78.223","94.130.237.200","TCP","86","[TCP Dup ACK 1248#3] 46500  >  443 [ACK] Seq=13128 Ack=1045775 Win=331136 Len=0 TSval=1610504092 TSecr=2726843812 SLE=1052290 SRE=1054805 SLE=1046498 SRE=1050842"
"1257","210.636111713","94.130.237.200","100.94.78.223","TCP","1514","443  >  46500 [ACK] Seq=1054805 Ack=13128 Win=64128 Len=1448 TSval=2726843921 TSecr=1610503990 [TCP segment of a reassembled PDU]"
"1258","210.636154105","94.130.237.200","100.94.78.223","TLSv1.3","1667","Application Data"
"1259","210.637305771","100.94.78.223","94.130.237.200","TCP","86","[TCP Dup ACK 1248#4] 46500  >  443 [ACK] Seq=13128 Ack=1045775 Win=331136 Len=0 TSval=1610504095 TSecr=2726843812 SLE=1052290 SRE=1057854 SLE=1046498 SRE=1050842"
"1260","210.664573841","94.130.237.200","100.94.78.223","TCP","789","[TCP Out-Of-Order] 443  >  46500 [PSH, ACK] Seq=1045775 Ack=13128 Win=64128 Len=723 TSval=2726843949 TSecr=1610503990"
"1261","210.664597129","100.94.78.223","94.130.237.200","TCP","78","46500  >  443 [ACK] Seq=13128 Ack=1050842 Win=326144 Len=0 TSval=1610504124 TSecr=2726843949 SLE=1052290 SRE=1057854"
"1262","210.737888702","94.130.237.200","100.94.78.223","TCP","1514","[TCP Out-Of-Order] 443  >  46500 [ACK] Seq=1050842 Ack=13128 Win=64128 Len=1448 TSval=2726844022 TSecr=1610504092"
"1263","210.737943204","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13128 Ack=1057854 Win=324224 Len=0 TSval=1610504197 TSecr=2726844022"
"1264","216.370373327","100.94.78.223","94.130.237.200","TLSv1.3","150","Application Data"
"1265","216.486875373","94.130.237.200","100.94.78.223","TLSv1.3","1164","Application Data"
"1266","216.486905911","94.130.237.200","100.94.78.223","TLSv1.3","350","Application Data"
"1267","216.486939131","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13212 Ack=1059236 Win=331136 Len=0 TSval=1610509946 TSecr=2726849771"
"1268","216.487024448","94.130.237.200","100.94.78.223","TLSv1.3","355","Application Data"
"1269","216.487070802","94.130.237.200","100.94.78.223","TLSv1.3","236","Application Data, Application Data"
"1270","216.487982765","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13212 Ack=1059695 Win=331136 Len=0 TSval=1610509947 TSecr=2726849771"
"1271","216.488336953","94.130.237.200","100.94.78.223","TLSv1.3","157","Application Data"
"1272","216.488373319","94.130.237.200","100.94.78.223","TLSv1.3","123","Application Data"
"1273","216.488386527","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13212 Ack=1059843 Win=331136 Len=0 TSval=1610509947 TSecr=2726849773"
"1274","216.488459712","94.130.237.200","100.94.78.223","TLSv1.3","243","Application Data"
"1275","216.490626024","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"1276","216.592111689","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1277","216.592180856","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13247 Ack=1062916 Win=331136 Len=0 TSval=1610510051 TSecr=2726849877"
"1278","216.593240794","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1279","216.593314067","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13247 Ack=1065812 Win=331136 Len=0 TSval=1610510052 TSecr=2726849878"
"1280","216.593829509","94.130.237.200","100.94.78.223","TLSv1.3","4363","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1281","216.593841467","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=13247 Ack=1070109 Win=331136 Len=0 TSval=1610510053 TSecr=2726849878"
"1282","216.636576046","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1070109 Ack=13247 Win=64128 Len=0 TSval=2726849921 TSecr=1610509950"
"1283","221.464495038","100.94.78.223","94.130.237.200","TLSv1.3","259","Application Data"
"1284","221.569593727","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=1070109 Ack=13440 Win=64128 Len=0 TSval=2726854854 TSecr=1610514924"
"1285","221.583398213","94.130.237.200","100.94.78.223","TLSv1.3","1164","Application Data"
"1286","221.583399211","94.130.237.200","100.94.78.223","TLSv1.3","360","Application Data"
"1287","221.583487848","94.130.237.200","100.94.78.223","TLSv1.3","324","Application Data"
"1288","221.583511171","94.130.237.200","100.94.78.223","TLSv1.3","276","Application Data, Application Data"
