"No.","Time","Source","Destination","Protocol","Length","Info"
"537","85.994481178","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=429356 Win=294400 Len=0 TSval=1610379454 TSecr=2726719284"
"538","85.994743805","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data"
"539","85.994799642","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"540","85.994806589","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=433700 Win=294400 Len=0 TSval=1610379454 TSecr=2726719284"
"541","85.994872137","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"542","85.995009488","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data"
"543","85.995034828","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=436596 Win=294400 Len=0 TSval=1610379454 TSecr=2726719284"
"544","85.995094177","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data"
"545","86.037112723","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=438044 Win=294400 Len=0 TSval=1610379496 TSecr=2726719284"
"546","86.040595758","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=438044 Ack=6932 Win=64128 Len=0 TSval=2726719330 TSecr=1610379351"
"547","86.081690561","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"548","86.081840006","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=443836 Win=294400 Len=0 TSval=1610379541 TSecr=2726719371"
"549","86.098874963","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data"
"550","86.098955899","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"551","86.099038983","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=448180 Win=294400 Len=0 TSval=1610379558 TSecr=2726719388"
"552","86.099043313","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data"
"553","86.099043333","94.130.237.200","100.94.78.223","TCP","5858","[TCP Previous segment not captured] 443  >  46500 [ACK] Seq=451076 Ack=6932 Win=64128 Len=5792 TSval=2726719388 TSecr=1610379453 [TCP segment of a reassembled PDU], Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"554","86.099060668","100.94.78.223","94.130.237.200","TCP","78","46500  >  443 [ACK] Seq=6932 Ack=449628 Win=292992 Len=0 TSval=1610379558 TSecr=2726719388 SLE=451076 SRE=456868"
"555","86.099140625","94.130.237.200","100.94.78.223","TLSv1.3","4410","Continuation Data"
"556","86.099146625","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 554#1] 46500  >  443 [ACK] Seq=6932 Ack=449628 Win=292992 Len=0 TSval=1610379558 TSecr=2726719388 SLE=451076 SRE=461212"
"557","86.099517529","94.130.237.200","100.94.78.223","TLSv1.3","4410","Continuation Data"
"558","86.099521548","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 554#2] 46500  >  443 [ACK] Seq=6932 Ack=449628 Win=292992 Len=0 TSval=1610379559 TSecr=2726719388 SLE=451076 SRE=465556"
"559","86.099889826","94.130.237.200","100.94.78.223","TLSv1.3","1514","Continuation Data"
"560","86.099914097","94.130.237.200","100.94.78.223","TLSv1.3","5858","Continuation Data"
"561","86.099993411","94.130.237.200","100.94.78.223","TLSv1.3","1514","Continuation Data"
"562","86.100041165","94.130.237.200","100.94.78.223","TLSv1.3","1514","Continuation Data"
"563","86.100208413","94.130.237.200","100.94.78.223","TLSv1.3","1514","Continuation Data"
"564","86.100256463","94.130.237.200","100.94.78.223","TLSv1.3","2244","Continuation Data"
"565","86.100998864","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 554#3] 46500  >  443 [ACK] Seq=6932 Ack=449628 Win=292992 Len=0 TSval=1610379559 TSecr=2726719388 SLE=451076 SRE=479318"
"566","86.149541043","94.130.237.200","100.94.78.223","TLSv1.3","194","Application Data"
"567","86.149620162","94.130.237.200","100.94.78.223","TLSv1.3","181","Application Data"
"568","86.149752221","94.130.237.200","100.94.78.223","TLSv1.3","281","Application Data"
"569","86.149876682","94.130.237.200","100.94.78.223","TLSv1.3","339","Application Data"
"570","86.149876709","94.130.237.200","100.94.78.223","TLSv1.3","127","Application Data"
"571","86.150077080","94.130.237.200","100.94.78.223","TLSv1.3","293","Application Data"
"572","86.150129481","94.130.237.200","100.94.78.223","TLSv1.3","350","Application Data"
"573","86.150229700","94.130.237.200","100.94.78.223","TLSv1.3","180","Application Data"
"574","86.150299798","94.130.237.200","100.94.78.223","TLSv1.3","153","Application Data"
"575","86.150299817","94.130.237.200","100.94.78.223","TLSv1.3","127","Application Data"
"576","86.150340254","94.130.237.200","100.94.78.223","TLSv1.3","217","Application Data"
"577","86.150660420","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 554#4] 46500  >  443 [ACK] Seq=6932 Ack=449628 Win=292992 Len=0 TSval=1610379609 TSecr=2726719388 SLE=451076 SRE=481034"
"578","86.187126289","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"579","86.187162800","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"580","86.188285525","100.94.78.223","94.130.237.200","TCP","78","[TCP Dup ACK 554#5] 46500  >  443 [ACK] Seq=6932 Ack=449628 Win=292992 Len=0 TSval=1610379646 TSecr=2726719388 SLE=451076 SRE=492618"
"581","86.205060746","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"582","86.205060816","94.130.237.200","100.94.78.223","TLSv1.3","1514","[TCP Fast Retransmission] , Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"583","86.205087688","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=498410 Win=249600 Len=0 TSval=1610379664 TSecr=2726719494"
"584","86.205094535","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"585","86.205166092","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=501306 Win=249472 Len=0 TSval=1610379664 TSecr=2726719494"
"586","86.206241162","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"587","86.206266561","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=507098 Win=290048 Len=0 TSval=1610379665 TSecr=2726719495"
"588","86.206278365","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"589","86.206499330","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"590","86.207051059","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"591","86.207093623","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=514338 Win=294400 Len=0 TSval=1610379666 TSecr=2726719496"
"592","86.207404386","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"593","86.250482279","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=515786 Win=294400 Len=0 TSval=1610379709 TSecr=2726719496"
"594","86.255824029","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"595","86.255906033","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"596","86.255932754","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=521578 Win=294400 Len=0 TSval=1610379715 TSecr=2726719545"
"597","86.255950023","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"598","86.256030212","94.130.237.200","100.94.78.223","TLSv1.3","961","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"599","86.256038947","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=6932 Ack=523921 Win=294400 Len=0 TSval=1610379715 TSecr=2726719545"
"600","86.493875758","100.94.78.223","94.130.237.200","TLSv1.3","140","Application Data"
"601","86.493912765","100.94.78.223","94.130.237.200","TLSv1.3","140","Application Data"
"602","86.498676874","100.94.78.223","94.130.237.200","TLSv1.3","140","Application Data"
"603","86.502478570","100.94.78.223","94.130.237.200","TLSv1.3","140","Application Data"
"604","86.502518625","100.94.78.223","94.130.237.200","TLSv1.3","140","Application Data"
"605","86.599107845","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=523921 Ack=7080 Win=64128 Len=0 TSval=2726719888 TSecr=1610379953"
"606","86.599432762","94.130.237.200","100.94.78.223","TLSv1.3","3206","Application Data"
"607","86.599481728","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7302 Ack=527061 Win=291968 Len=0 TSval=1610380058 TSecr=2726719889"
"608","86.599571770","94.130.237.200","100.94.78.223","TCP","2962","443  >  46500 [ACK] Seq=527061 Ack=7080 Win=64128 Len=2896 TSval=2726719889 TSecr=1610379953 [TCP segment of a reassembled PDU]"
"609","86.599576871","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7302 Ack=529957 Win=300288 Len=0 TSval=1610380059 TSecr=2726719889"
"610","86.599609224","94.130.237.200","100.94.78.223","TLSv1.3","1288","Application Data"
"611","86.599613663","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7302 Ack=531179 Win=303104 Len=0 TSval=1610380059 TSecr=2726719889"
"612","86.599877523","94.130.237.200","100.94.78.223","TLSv1.3","1308","Application Data"
"613","86.599884123","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7302 Ack=532421 Win=306048 Len=0 TSval=1610380059 TSecr=2726719889"
"614","86.604240696","94.130.237.200","100.94.78.223","TLSv1.3","2062","Application Data"
"615","86.604298267","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7302 Ack=534417 Win=310016 Len=0 TSval=1610380063 TSecr=2726719893"
"616","86.607731153","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=534417 Ack=7302 Win=64128 Len=0 TSval=2726719897 TSecr=1610379961"
"617","86.607892071","94.130.237.200","100.94.78.223","TLSv1.3","2166","Application Data"
"618","86.607899963","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7302 Ack=536517 Win=314240 Len=0 TSval=1610380067 TSecr=2726719897"
"619","86.608026671","94.130.237.200","100.94.78.223","TLSv1.3","1728","Application Data"
"620","86.608029177","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7302 Ack=538179 Win=317568 Len=0 TSval=1610380067 TSecr=2726719897"
"621","93.270832441","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"622","93.416565644","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=538179 Ack=7388 Win=64128 Len=0 TSval=2726726706 TSecr=1610386730"
"623","93.518265705","94.130.237.200","100.94.78.223","TLSv1.3","1158","Application Data"
"624","93.518348282","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=539271 Win=320384 Len=0 TSval=1610386977 TSecr=2726726807"
"625","93.518402866","94.130.237.200","100.94.78.223","TLSv1.3","329","Application Data"
"626","93.518415031","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=539534 Win=323328 Len=0 TSval=1610386977 TSecr=2726726807"
"627","93.518448846","94.130.237.200","100.94.78.223","TLSv1.3","342","Application Data"
"628","93.518451962","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=539810 Win=326272 Len=0 TSval=1610386977 TSecr=2726726807"
"629","93.518519677","94.130.237.200","100.94.78.223","TLSv1.3","167","Application Data"
"630","93.518519696","94.130.237.200","100.94.78.223","TLSv1.3","144","Application Data"
"631","93.518523518","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=539911 Win=326272 Len=0 TSval=1610386978 TSecr=2726726807"
"632","93.518525212","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=539989 Win=326272 Len=0 TSval=1610386978 TSecr=2726726808"
"633","93.518724941","94.130.237.200","100.94.78.223","TLSv1.3","135","Application Data"
"634","93.518724963","94.130.237.200","100.94.78.223","TLSv1.3","119","Application Data"
"635","93.518733251","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=540058 Win=326272 Len=0 TSval=1610386978 TSecr=2726726808"
"636","93.518736316","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=540111 Win=326272 Len=0 TSval=1610386978 TSecr=2726726808"
"637","93.518830486","94.130.237.200","100.94.78.223","TLSv1.3","218","Application Data"
"638","93.518833356","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=540263 Win=326272 Len=0 TSval=1610386978 TSecr=2726726808"
"639","93.518933031","94.130.237.200","100.94.78.223","TLSv1.3","356","Application Data"
"640","93.518937790","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=540553 Win=326016 Len=0 TSval=1610386978 TSecr=2726726808"
"641","93.519053352","94.130.237.200","100.94.78.223","TLSv1.3","253","Application Data"
"642","93.519059601","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7388 Ack=540740 Win=325888 Len=0 TSval=1610386978 TSecr=2726726808"
"643","93.522554778","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"644","93.623523097","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"645","93.623543411","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=543636 Win=327936 Len=0 TSval=1610387083 TSecr=2726726913"
"646","93.623633113","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"647","93.623676688","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data"
"648","93.623679529","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=546532 Win=329088 Len=0 TSval=1610387083 TSecr=2726726913"
"649","93.623914929","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"650","93.623914959","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"651","93.623934791","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=553772 Win=329088 Len=0 TSval=1610387083 TSecr=2726726913"
"652","93.623956609","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"653","93.624114891","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"654","93.624118009","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=556668 Win=329088 Len=0 TSval=1610387083 TSecr=2726726913"
"655","93.624199310","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"656","93.624207348","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=561012 Win=329088 Len=0 TSval=1610387083 TSecr=2726726913"
"657","93.624300441","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"658","93.624347132","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"659","93.624349744","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=563908 Win=329088 Len=0 TSval=1610387083 TSecr=2726726913"
"660","93.624389595","94.130.237.200","100.94.78.223","TLSv1.3","2962","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"661","93.624397076","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=566804 Win=329088 Len=0 TSval=1610387083 TSecr=2726726913"
"662","93.624504619","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"663","93.624584280","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"664","93.624586775","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=569700 Win=329088 Len=0 TSval=1610387084 TSecr=2726726914"
"665","93.627758760","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=569700 Ack=7423 Win=64128 Len=0 TSval=2726726917 TSecr=1610386982"
"666","93.728839242","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"667","93.728950033","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=575492 Win=329088 Len=0 TSval=1610387188 TSecr=2726727018"
"668","93.728969874","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"669","93.729092360","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=581284 Win=329088 Len=0 TSval=1610387188 TSecr=2726727018"
"670","93.729360841","94.130.237.200","100.94.78.223","TLSv1.3","4404","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"671","93.729372745","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7423 Ack=585622 Win=329088 Len=0 TSval=1610387188 TSecr=2726727018"
"672","100.311400601","100.94.78.223","94.130.237.200","TLSv1.3","218","Application Data"
"673","100.416647979","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=585622 Ack=7575 Win=64128 Len=0 TSval=2726733705 TSecr=1610393770"
"674","100.429983505","94.130.237.200","100.94.78.223","TLSv1.3","1037","Application Data"
"675","100.430036602","94.130.237.200","100.94.78.223","TLSv1.3","97","Application Data"
"676","100.430450376","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7575 Ack=586624 Win=329344 Len=0 TSval=1610393889 TSecr=2726733719"
"677","100.430539825","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"678","100.430559018","100.94.78.223","94.130.237.200","TLSv1.3","101","Application Data"
"679","100.434020727","100.94.78.223","94.130.237.200","TLSv1.3","152","Application Data"
"680","100.535748249","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=586624 Ack=7645 Win=64128 Len=0 TSval=2726733825 TSecr=1610393890"
"681","100.580605969","94.130.237.200","100.94.78.223","TCP","66","443  >  46500 [ACK] Seq=586624 Ack=7731 Win=64128 Len=0 TSval=2726733869 TSecr=1610393893"
"682","100.736967211","94.130.237.200","100.94.78.223","TLSv1.3","1154","Application Data"
"683","100.737059896","94.130.237.200","100.94.78.223","TLSv1.3","344","Application Data"
"684","100.737115986","94.130.237.200","100.94.78.223","TLSv1.3","360","Application Data"
"685","100.737123406","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7731 Ack=588284 Win=329600 Len=0 TSval=1610394196 TSecr=2726734026"
"686","100.737211731","94.130.237.200","100.94.78.223","TLSv1.3","237","Application Data, Application Data"
"687","100.737738569","94.130.237.200","100.94.78.223","TLSv1.3","147","Application Data"
"688","100.737738628","94.130.237.200","100.94.78.223","TLSv1.3","123","Application Data"
"689","100.737738658","94.130.237.200","100.94.78.223","TLSv1.3","256","Application Data"
"690","100.737785757","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7731 Ack=588783 Win=330240 Len=0 TSval=1610394197 TSecr=2726734026"
"691","100.737903837","94.130.237.200","100.94.78.223","TLSv1.3","353","Application Data"
"692","100.737963008","94.130.237.200","100.94.78.223","TLSv1.3","252","Application Data"
"693","100.737963039","94.130.237.200","100.94.78.223","TLSv1.3","108","Application Data"
"694","100.737971091","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7731 Ack=589298 Win=330240 Len=0 TSval=1610394197 TSecr=2726734027"
"695","100.842412553","94.130.237.200","100.94.78.223","TLSv1.3","5858","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"696","100.842528523","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"697","100.842552164","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data"
"698","100.842675215","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7731 Ack=597986 Win=330240 Len=0 TSval=1610394302 TSecr=2726734131"
"699","100.843021056","94.130.237.200","100.94.78.223","TLSv1.3","1514","Application Data, Application Data, Application Data, Application Data, Application Data"
"700","100.843100914","94.130.237.200","100.94.78.223","TLSv1.3","4410","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"701","100.843116069","100.94.78.223","94.130.237.200","TCP","66","46500  >  443 [ACK] Seq=7731 Ack=603778 Win=330240 Len=0 TSval=1610394302 TSecr=2726734132"
